Input: 3,4092; 5,4049; -2,5228; -0,8996;  Output: 8,8184; Desired output: 0;  Error: 8,8184;
Input: 0,5706; -0,0248; 1,2421; -0,5621;  Output: -3,8086; Desired output: 0;  Error: -3,8086;
Input: 3,9771; 11,1513; -3,9272; -4,3444;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 1,5478; 9,1814; -1,6326; -1,7375;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: 0,7405; 0,3663; 2,1992; 0,484;  Output: 5,5302; Desired output: 0;  Error: 5,5302;
Input: 0,4957; 10,2243; -1,097; -4,0159;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 1,645; 7,8612; -0,876; -3,5569;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,6077; 6,8576; -1,1622; 0,2823;  Output: 19,0533; Desired output: 0;  Error: 19,0533;
Input: 3,2403; -3,7082; 5,2804; 0,4129;  Output: -0,995; Desired output: 0;  Error: -0,995;
Input: 3,9166; 10,2491; -4,0926; -4,4659;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,9262; 6,0299; -2,0156; -0,0655;  Output: 16,0121; Desired output: 0;  Error: 16,0121;
Input: 5,591; 10,4643; -4,3839; -4,3379;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,7522; -3,6978; 3,9943; 1,3051;  Output: 0,8335; Desired output: 0;  Error: 0,8335;
Input: 1,3114; 4,5462; 2,2935; 0,2254;  Output: 1,9575; Desired output: 0;  Error: 1,9575;
Input: 3,7022; 6,9942; -1,8511; -0,1289;  Output: 16,0121; Desired output: 0;  Error: 16,0121;
Input: 4,364; -3,1039; 2,3757; 0,7853;  Output: 4,7939; Desired output: 0;  Error: 4,7939;
Input: 3,5829; 1,4423; 1,0219; 1,4008;  Output: 6,2372; Desired output: 0;  Error: 6,2372;
Input: 4,65; -4,8297; 3,4553; -0,2517;  Output: 1,4638; Desired output: 0;  Error: 1,4638;
Input: 5,1731; 3,9606; -1,983; 0,4077;  Output: 19,0533; Desired output: 0;  Error: 19,0533;
Input: 3,2692; 3,4184; 0,2071; -0,0668;  Output: 7,516; Desired output: 0;  Error: 7,516;
Input: 2,4012; 1,6223; 3,0312; 0,7168;  Output: 5,0482; Desired output: 0;  Error: 5,0482;
Input: 1,7257; -4,4697; 8,2219; -1,8073;  Output: 2,3655; Desired output: 0;  Error: 2,3655;
Input: 4,7965; 6,9859; -1,9967; -0,35;  Output: 16,0121; Desired output: 0;  Error: 16,0121;
Input: 4,0962; 10,1891; -3,9323; -4,1827;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 2,5559; 3,3605; 2,0321; 0,2681;  Output: 7,6772; Desired output: 0;  Error: 7,6772;
Input: 3,4916; 8,5709; -3,0326; -0,5918;  Output: 16,4941; Desired output: 0;  Error: 16,4941;
Input: 0,5195; -3,2633; 3,0895; -0,9849;  Output: -4,9567; Desired output: 0;  Error: -4,9567;
Input: 2,9856; 7,2673; -0,409; -2,2431;  Output: 6,5038; Desired output: 0;  Error: 6,5038;
Input: 4,0932; 5,4132; -1,8219; 0,2358;  Output: 16,0121; Desired output: 0;  Error: 16,0121;
Input: 1,7748; -0,7698; 5,5854; 1,3039;  Output: 7,3072; Desired output: 0;  Error: 7,3072;
Input: 5,2012; 0,3269; 0,1797; 1,1797;  Output: 11,0887; Desired output: 0;  Error: 11,0887;
Input: -0,4506; -1,3678; 7,0858; -0,403;  Output: 1,6067; Desired output: 0;  Error: 1,6067;
Input: 4,8451; 8,1116; -2,9512; -1,4724;  Output: 4,8969; Desired output: 0;  Error: 4,8969;
Input: 0,7484; 7,2756; 1,1504; -0,5388;  Output: 3,9215; Desired output: 0;  Error: 3,9215;
Input: 5,1213; 8,5565; -3,3917; -1,5474;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,6181; -3,7454; 2,8273; -0,7121;  Output: -11,6411; Desired output: 0;  Error: -11,6411;
Input: 0,0405; 8,5234; 1,4461; -3,9306;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: -2,6479; 10,1374; -1,331; -5,4707;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 0,3798; 0,7097; 0,7572; -0,4444;  Output: 2,76; Desired output: 0;  Error: 2,76;
Input: -0,9592; 0,091; 6,2204; -1,4828;  Output: 1,6067; Desired output: 0;  Error: 1,6067;
Input: 2,8672; 10,0008; -3,2049; -3,1095;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 1,0182; 9,109; -0,6206; -1,7129;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: -2,7143; 11,4535; 2,1092; -3,9629;  Output: 18,7483; Desired output: 0;  Error: 18,7483;
Input: 3,8244; -3,1081; 2,4537; 0,5202;  Output: -0,0439; Desired output: 0;  Error: -0,0439;
Input: 2,7961; 2,121; 1,8385; 0,3832;  Output: 12,8496; Desired output: 0;  Error: 12,8496;
Input: 3,5358; 6,7086; -0,8186; 0,4789;  Output: 19,0533; Desired output: 0;  Error: 19,0533;
Input: -0,7056; 8,7241; 2,2215; -4,5965;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 4,1542; 7,2756; -2,4766; -1,2099;  Output: 17,2406; Desired output: 0;  Error: 17,2406;
Input: 0,927; 9,4318; -0,6626; -1,6728;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: 1,8216; -6,4748; 8,0514; -0,4185;  Output: 1,6067; Desired output: 0;  Error: 1,6067;
Input: -2,4473; 12,6247; 0,7357; -7,6612;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,5862; -3,0957; 2,8093; 0,2448;  Output: 1,4638; Desired output: 0;  Error: 1,4638;
Input: 0,6619; 9,6594; -0,2882; -1,6638;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: 4,7926; 1,7071; -0,0517; 1,4926;  Output: 7,516; Desired output: 0;  Error: 7,516;
Input: 4,9852; 8,3516; -2,5425; -1,2823;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: 0,7574; 3,0294; 2,9164; -0,0681;  Output: 1,9575; Desired output: 0;  Error: 1,9575;
Input: 4,6499; 7,6336; -1,9427; -0,3746;  Output: 16,0121; Desired output: 0;  Error: 16,0121;
Input: -0,0236; 7,1742; 0,7846; -0,7573;  Output: 17,7068; Desired output: 0;  Error: 17,7068;
Input: 0,8557; 0,0083; 6,6042; -0,531;  Output: -0,513; Desired output: 0;  Error: -0,513;
Input: 0,883; 0,6601; 6,0096; -0,4328;  Output: 7,6934; Desired output: 0;  Error: 7,6934;
Input: 4,0422; -4,391; 4,7466; 1,137;  Output: 0,8335; Desired output: 0;  Error: 0,8335;
Input: 2,2546; 8,0992; -0,2488; -3,2698;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 0,3848; 6,5989; -0,3336; -0,5647;  Output: 14,6656; Desired output: 0;  Error: 14,6656;
Input: 3,1541; -5,1711; 6,5991; 0,5746;  Output: -0,513; Desired output: 0;  Error: -0,513;
Input: 2,3969; 0,2359; 4,8477; 1,437;  Output: 7,3588; Desired output: 0;  Error: 7,3588;
Input: 4,7114; 2,0755; -0,2702; 1,2379;  Output: 7,516; Desired output: 0;  Error: 7,516;
Input: 4,0127; 10,1477; -3,9366; -4,0728;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 2,6606; 3,1681; 1,9619; 0,1866;  Output: 6,1695; Desired output: 0;  Error: 6,1695;
Input: 3,931; 1,8541; -0,0234; 1,2314;  Output: 7,516; Desired output: 0;  Error: 7,516;
Input: 0,0173; 8,693; 1,3989; -3,9668;  Output: 7,4718; Desired output: 0;  Error: 7,4718;
Input: 3,2414; 0,4097; 1,4015; 1,1952;  Output: 11,0887; Desired output: 0;  Error: 11,0887;
Input: 2,2504; 3,5757; 0,3527; 0,2836;  Output: 7,516; Desired output: 0;  Error: 7,516;
Input: -2,4365; 3,6026; -1,4166; -2,8948;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -0,7769; 0,1304; -0,0311; -0,3539;  Output: -15,1833; Desired output: 1;  Error: -16,1833;
Input: -2,7083; -6,8266; 7,5339; 0,5901;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -4,5531; -12,5854; 15,4417; -1,4983;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,8894; -7,8322; 9,8208; 0,475;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,5084; -0,2276; 1,488; 1,2069;  Output: -0,6194; Desired output: 1;  Error: -1,6194;
Input: -2,1652; 3,0211; -2,4132; -2,4241;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -1,8974; 3,5074; -1,7842; -3,8491;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -0,6204; 0,5587; -0,3859; -0,6642;  Output: 10,3845; Desired output: 1;  Error: 9,3845;
Input: -1,8387; -6,301; 5,6506; 0,1957;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -3; -9,1566; 9,5766; -0,7302;  Output: 2,4626; Desired output: 1;  Error: 1,4626;
Input: -1,9116; -6,1603; 5,606; 0,4853;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -1,005; 0,0848; -0,2462; 0,4569;  Output: -14,2489; Desired output: 1;  Error: -15,2489;
Input: -0,8783; 3,257; -3,6778; -3,2944;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -6,651; 6,7934; 0,686; -7,5887;  Output: 2,6672; Desired output: 1;  Error: 1,6672;
Input: -2,5463; 3,1101; -0,8323; -3,0358;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -1,4377; -1,432; 2,1144; 0,4207;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,4554; -9,0407; 8,862; -0,8698;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -3,9411; -12,8792; 13,0597; -3,3125;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: -2,1241; -6,8969; 5,5992; -0,4716;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: -0,7432; -0,329; -0,4279; 0,2332;  Output: -11,7317; Desired output: 1;  Error: -12,7317;
Input: -0,0715; 3,7412; -4,5415; -4,2526;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -4,2333; 4,9166; -0,4921; -5,3207;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -2,3675; -0,4366; 1,692; -0,4302;  Output: -5,8126; Desired output: 1;  Error: -6,8126;
Input: -2,5526; -7,3625; 6,9255; -0,6681;  Output: 4,812; Desired output: 1;  Error: 3,812;
Input: -3,0986; -10,4602; 8,9717; -2,3427;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: -0,8981; -4,4862; 2,2009; 0,5073;  Output: -3,6102; Desired output: 1;  Error: -4,6102;
Input: 0,5623; 1,0015; -2,2726; -0,006;  Output: 9,4487; Desired output: 1;  Error: 8,4487;
Input: 0,5394; 3,8944; -4,8166; -4,3418;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -5,3012; 7,3915; 0,0297; -7,3987;  Output: 9,366; Desired output: 1;  Error: 8,366;
Input: -3,3553; 0,3559; 2,6473; -0,3785;  Output: -3,2448; Desired output: 1;  Error: -4,2448;
Input: -2,7908; -5,7133; 5,953; 0,4595;  Output: 1,3811; Desired output: 1;  Error: 0,3811;
Input: -1,9983; -6,6072; 4,8254; -0,4198;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: 0,1542; 0,1179; -1,6823; 0,5952;  Output: 12,4899; Desired output: 1;  Error: 11,4899;
Input: 1,208; 4,0744; -4,7635; -2,6129;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: 0,2952; 4,8856; -5,149; -6,2323;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -6,4247; 9,5311; 0,0228; -6,8517;  Output: 9,5916; Desired output: 1;  Error: 8,5916;
Input: -3,9933; 2,6218; 0,6286; -1,1595;  Output: -2,8268; Desired output: 1;  Error: -3,8268;
Input: -2,659; -1,6058; 1,3647; 0,1646;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: -1,4094; -2,1252; -0,104; -0,1923;  Output: -6,1694; Desired output: 1;  Error: -7,1694;
Input: 0,1103; 1,9741; -3,3668; -0,6526;  Output: 9,4487; Desired output: 1;  Error: 8,4487;
Input: 0,5237; 3,644; -4,0746; -1,9909;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -0,7679; 3,4598; -3,4405; -3,4276;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -3,9698; 3,6812; -0,6001; -4,0133;  Output: 12,385; Desired output: 1;  Error: 11,385;
Input: -7,0364; 9,2931; 0,1659; -4,5396;  Output: 5,3796; Desired output: 1;  Error: 4,3796;
Input: -4,9447; 3,3005; 1,063; -1,444;  Output: -0,6636; Desired output: 1;  Error: -1,6636;
Input: -3,5933; 0,2297; 0,7126; -0,3332;  Output: -6,204; Desired output: 1;  Error: -7,204;
Input: -2,1674; 0,1241; -1,0465; -0,8621;  Output: 5,6863; Desired output: 1;  Error: 4,6863;
Input: -0,9607; 2,6963; -3,1226; -1,3121;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -1,0802; 2,1996; -2,5862; -1,2759;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -2,3277; 1,4381; -0,8211; -1,2862;  Output: 2,0155; Desired output: 1;  Error: 1,0155;
Input: -3,7244; 1,9037; -0,0354; -2,5095;  Output: -0,0333; Desired output: 1;  Error: -1,0333;
Input: -2,5724; -0,956; 2,7073; -0,1664;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,9297; -6,0816; 10,0958; -1,0147;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -5,2943; -5,1463; 10,3332; -1,1181;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,8953; 4,0392; -0,3019; -2,1836;  Output: 5,3796; Desired output: 1;  Error: 4,3796;
Input: -1,2244; 1,7485; -1,4801; -1,4181;  Output: 10,9806; Desired output: 1;  Error: 9,9806;
Input: -2,6406; -4,4159; 5,983; -0,1392;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -4,6338; -12,7509; 16,7166; -3,2168;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -4,2887; -7,8633; 11,8387; -1,8978;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,3458; -0,5049; 2,6328; 0,5371;  Output: 2,8856; Desired output: 1;  Error: 1,8856;
Input: -1,1188; 3,3357; -1,3455; -1,9573;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: 0,5594; -0,3104; 0,1831; 0,4465;  Output: 10,9502; Desired output: 1;  Error: 9,9502;
Input: -1,5078; -7,3191; 7,8981; 1,2289;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,506; -12,5667; 15,1606; -0,7522;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,9498; -8,273; 10,2646; 1,1629;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -1,6029; -0,389; 1,62; 1,9103;  Output: -0,6194; Desired output: 1;  Error: -1,6194;
Input: -1,2667; 2,8183; -2,426; -1,8862;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -0,4928; 3,0605; -1,8356; -2,834;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: 0,6636; -0,0455; -0,1879; 0,2345;  Output: -4,6636; Desired output: 1;  Error: -5,6636;
Input: -0,7207; -6,7583; 5,8408; 0,6237;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -1,9966; -9,5001; 9,682; -0,1289;  Output: 1,3811; Desired output: 1;  Error: 0,3811;
Input: -0,9732; -6,4168; 5,6026; 1,0323;  Output: 2,4626; Desired output: 1;  Error: 1,4626;
Input: -0,0253; -0,1738; -0,1134; 1,2198;  Output: 3,0803; Desired output: 1;  Error: 2,0803;
Input: 0,0625; 2,9301; -3,5467; -2,6737;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -5,525; 6,3258; 0,8977; -6,6241;  Output: 11,0993; Desired output: 1;  Error: 10,0993;
Input: -1,2943; 2,6735; -0,8408; -2,0323;  Output: 7,3434; Desired output: 1;  Error: 6,3434;
Input: -0,2404; -1,7837; 2,135; 1,2418;  Output: 2,9533; Desired output: 1;  Error: 1,9533;
Input: -1,3968; -9,6698; 9,4652; -0,3487;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -2,9672; -13,2869; 13,4727; -2,6271;  Output: -7,5317; Desired output: 1;  Error: -8,5317;
Input: -1,1005; -7,2508; 6,0139; 0,369;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: 0,2243; -0,5215; -0,4039; 1,2017;  Output: 9,654; Desired output: 1;  Error: 8,654;
Input: 0,9041; 3,3708; -4,4987; -3,6965;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -2,8619; 4,5193; -0,5812; -4,2629;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -1,0833; -0,3125; 1,2815; 0,4129;  Output: 2,4036; Desired output: 1;  Error: 1,4036;
Input: -1,5681; -7,2446; 6,5537; -0,1276;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: -2,0545; -10,8679; 9,4926; -1,4116;  Output: -4,9567; Desired output: 1;  Error: -5,9567;
Input: 0,2346; -4,5152; 2,1195; 1,4448;  Output: 3,5836; Desired output: 1;  Error: 2,5836;
Input: 1,581; 0,8691; -2,3138; 0,8241;  Output: 12,4899; Desired output: 1;  Error: 11,4899;
Input: 1,5514; 3,8013; -4,9143; -3,7483;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -4,1479; 7,1225; -0,0834; -6,4172;  Output: 9,5916; Desired output: 1;  Error: 8,5916;
Input: -2,2625; -0,0993; 2,8127; 0,4866;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -1,7479; -5,823; 5,8699; 1,212;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -0,9592; -6,7128; 4,9857; 0,3289;  Output: 2,237; Desired output: 1;  Error: 1,237;
Input: 1,3451; 0,2359; -1,8785; 1,3258;  Output: 5,1052; Desired output: 1;  Error: 4,1052;
Input: 2,2279; 4,0951; -4,8037; -2,1112;  Output: 7,6201; Desired output: 1;  Error: 6,6201;
Input: 1,2572; 4,8731; -5,2861; -5,8741;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -5,3857; 9,1214; -0,4193; -5,9181;  Output: 9,5916; Desired output: 1;  Error: 8,5916;
